facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-COPD-HRRP,75.0,nan,1.0821,20.1209,18.5939,22.0,2016-07-01,2019-06-30
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-HF-HRRP,,nan,0.9534,22.5864,23.6894,,2016-07-01,2019-06-30
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-PN-HRRP,81.0,nan,0.9869,18.4475,18.6922,14.0,2016-07-01,2019-06-30
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-COPD-HRRP,241.0,nan,0.9465,16.8633,17.8166,36.0,2016-07-01,2019-06-30
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HF-HRRP,104.0,nan,0.9121,18.0826,19.8249,13.0,2016-07-01,2019-06-30
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-PN-HRRP,152.0,nan,0.982,15.2876,15.5685,22.0,2016-07-01,2019-06-30
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HIP-KNEE-HRRP,,nan,1.201,4.6544,3.8753,,2016-07-01,2019-06-30
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-PN-HRRP,130.0,nan,0.9979,14.7258,14.7572,19.0,2016-07-01,2019-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-COPD-HRRP,79.0,nan,0.9847,18.1268,18.4087,13.0,2016-07-01,2019-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HF-HRRP,,nan,0.8854,18.8622,21.3047,,2016-07-01,2019-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HIP-KNEE-HRRP,,nan,0.968,4.0961,4.2313,,2016-07-01,2019-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HF-HRRP,233.0,nan,1.038,22.1367,21.3268,54.0,2016-07-01,2019-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-PN-HRRP,235.0,nan,0.9935,15.935,16.0393,37.0,2016-07-01,2019-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-COPD-HRRP,163.0,nan,0.9896,19.5784,19.784,31.0,2016-07-01,2019-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-AMI-HRRP,,nan,1.0315,17.0982,16.5766,,2016-07-01,2019-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-PN-HRRP,102.0,nan,1.0534,15.1745,14.4048,19.0,2016-07-01,2019-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HF-HRRP,69.0,nan,1.017,21.607,21.2453,16.0,2016-07-01,2019-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-COPD-HRRP,66.0,nan,1.0347,16.9271,16.3589,14.0,2016-07-01,2019-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-PN-HRRP,,nan,0.97,11.5396,11.8968,,2016-07-01,2019-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HF-HRRP,,nan,0.9581,18.8101,19.6335,,2016-07-01,2019-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-COPD-HRRP,,nan,0.9642,15.3576,15.9276,,2016-07-01,2019-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-PN-HRRP,432.0,nan,0.9557,15.5404,16.2609,64.0,2016-07-01,2019-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-CABG-HRRP,,nan,1.1286,13.7227,12.1595,,2016-07-01,2019-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-AMI-HRRP,352.0,nan,0.9491,15.6285,16.4669,52.0,2016-07-01,2019-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HIP-KNEE-HRRP,311.0,nan,1.3095,5.1462,3.93,21.0,2016-07-01,2019-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-COPD-HRRP,536.0,nan,1.067,19.4727,18.2495,110.0,2016-07-01,2019-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HF-HRRP,497.0,nan,1.0085,21.619,21.4371,108.0,2016-07-01,2019-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-COPD-HRRP,218.0,nan,0.9424,16.508,17.5165,31.0,2016-07-01,2019-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HIP-KNEE-HRRP,,nan,0.9543,4.0591,4.2536,,2016-07-01,2019-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HF-HRRP,199.0,nan,1.0977,23.0695,21.0168,52.0,2016-07-01,2019-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-PN-HRRP,239.0,nan,0.9263,14.2996,15.4376,29.0,2016-07-01,2019-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HF-HRRP,333.0,nan,1.1672,25.9925,22.2692,97.0,2016-07-01,2019-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-PN-HRRP,419.0,nan,0.9837,15.3039,15.5575,63.0,2016-07-01,2019-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-AMI-HRRP,,nan,0.917,13.3468,14.5553,,2016-07-01,2019-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-COPD-HRRP,282.0,nan,0.9784,18.7549,19.1691,51.0,2016-07-01,2019-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HIP-KNEE-HRRP,247.0,nan,1.046,4.1192,3.9382,11.0,2016-07-01,2019-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-PN-HRRP,647.0,nan,0.9379,15.5221,16.5498,96.0,2016-07-01,2019-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-COPD-HRRP,519.0,nan,0.9973,18.1564,18.2057,94.0,2016-07-01,2019-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HIP-KNEE-HRRP,290.0,nan,1.3844,6.1573,4.4476,24.0,2016-07-01,2019-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-AMI-HRRP,52.0,nan,1.0788,18.2824,16.9465,14.0,2016-07-01,2019-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HF-HRRP,558.0,nan,1.0099,22.4637,22.2427,126.0,2016-07-01,2019-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HF-HRRP,,nan,0.9574,18.6506,19.4811,,2016-07-01,2019-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-COPD-HRRP,170.0,nan,0.9562,16.3289,17.077,24.0,2016-07-01,2019-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-PN-HRRP,132.0,nan,0.9687,13.7328,14.176,16.0,2016-07-01,2019-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-CABG-HRRP,,1.0,,,,,2016-07-01,2019-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-COPD-HRRP,,nan,1.0207,20.039,19.6326,,2016-07-01,2019-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-PN-HRRP,,nan,0.9761,17.2846,17.7078,,2016-07-01,2019-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HF-HRRP,,nan,1.0028,20.8866,20.8273,,2016-07-01,2019-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-COPD-HRRP,281.0,nan,1.044,18.9659,18.1662,57.0,2016-07-01,2019-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HIP-KNEE-HRRP,,nan,0.8673,3.9947,4.6059,,2016-07-01,2019-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HF-HRRP,200.0,nan,1.0001,21.9951,21.9918,44.0,2016-07-01,2019-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-PN-HRRP,254.0,nan,0.9773,15.1823,15.5348,37.0,2016-07-01,2019-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-HIP-KNEE-HRRP,,nan,0.85,3.0347,3.5703,,2016-07-01,2019-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-AMI-HRRP,236.0,nan,1.083,14.6354,13.5141,39.0,2016-07-01,2019-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-PN-HRRP,508.0,nan,0.9512,14.2502,14.982,69.0,2016-07-01,2019-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-COPD-HRRP,378.0,nan,0.9644,18.5545,19.2389,67.0,2016-07-01,2019-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-CABG-HRRP,133.0,nan,1.066,13.9,13.0396,20.0,2016-07-01,2019-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-HF-HRRP,573.0,nan,0.867,17.979,20.7359,94.0,2016-07-01,2019-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-COPD-HRRP,,nan,0.9877,14.268,14.4454,,2016-07-01,2019-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-PN-HRRP,,nan,0.9418,12.9839,13.7866,,2016-07-01,2019-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HF-HRRP,,nan,1.0214,17.6316,17.2624,,2016-07-01,2019-06-30
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-PN-HRRP,1175.0,nan,0.995,16.9659,17.0512,199.0,2016-07-01,2019-06-30
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-CABG-HRRP,,nan,0.8746,10.7282,12.2662,,2016-07-01,2019-06-30
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-HF-HRRP,1053.0,nan,1.075,24.4214,22.7176,262.0,2016-07-01,2019-06-30
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-COPD-HRRP,972.0,nan,0.9413,19.3725,20.5806,183.0,2016-07-01,2019-06-30
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-HIP-KNEE-HRRP,699.0,nan,1.2086,5.0764,4.2003,39.0,2016-07-01,2019-06-30
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-AMI-HRRP,425.0,nan,1.0406,16.6359,15.9872,73.0,2016-07-01,2019-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-COPD-HRRP,,nan,0.9775,19.2352,19.678,,2016-07-01,2019-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-COPD-HRRP,,nan,0.9922,16.6567,16.7875,,2016-07-01,2019-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-PN-HRRP,,nan,0.9562,13.0818,13.6807,,2016-07-01,2019-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-AMI-HRRP,0.0,7.0,,,,,2016-07-01,2019-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-COPD-HRRP,,nan,0.9597,14.8948,15.5204,,2016-07-01,2019-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-PN-HRRP,157.0,nan,1.0076,13.6952,13.5925,22.0,2016-07-01,2019-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HF-HRRP,96.0,nan,1.0351,19.6099,18.9456,21.0,2016-07-01,2019-06-30
THOMAS HOSPITAL,10100,AL,READM-30-AMI-HRRP,226.0,nan,1.0455,15.2568,14.5922,37.0,2016-07-01,2019-06-30
THOMAS HOSPITAL,10100,AL,READM-30-CABG-HRRP,198.0,nan,1.1193,14.3132,12.7878,31.0,2016-07-01,2019-06-30
THOMAS HOSPITAL,10100,AL,READM-30-COPD-HRRP,160.0,nan,0.9679,18.6443,19.2635,27.0,2016-07-01,2019-06-30
THOMAS HOSPITAL,10100,AL,READM-30-HF-HRRP,341.0,nan,0.9408,20.5124,21.8042,66.0,2016-07-01,2019-06-30
THOMAS HOSPITAL,10100,AL,READM-30-HIP-KNEE-HRRP,530.0,nan,1.0158,4.0962,4.0323,22.0,2016-07-01,2019-06-30
THOMAS HOSPITAL,10100,AL,READM-30-PN-HRRP,406.0,nan,0.9415,15.3036,16.2537,58.0,2016-07-01,2019-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-COPD-HRRP,75.0,nan,0.9751,17.5327,17.9809,11.0,2016-07-01,2019-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-PN-HRRP,83.0,nan,1.0454,16.7495,16.0216,17.0,2016-07-01,2019-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HF-HRRP,97.0,nan,0.9786,19.977,20.4135,18.0,2016-07-01,2019-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2016-07-01,2019-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-COPD-HRRP,,1.0,,,,,2016-07-01,2019-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-AMI-HRRP,229.0,nan,0.9786,14.9471,15.2741,33.0,2016-07-01,2019-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-CABG-HRRP,137.0,nan,1.0831,13.2355,12.2202,20.0,2016-07-01,2019-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-COPD-HRRP,231.0,nan,0.9992,19.5109,19.5266,45.0,2016-07-01,2019-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HF-HRRP,389.0,nan,1.0629,23.8874,22.4728,97.0,2016-07-01,2019-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HIP-KNEE-HRRP,,nan,0.9487,4.1756,4.4016,,2016-07-01,2019-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-PN-HRRP,266.0,nan,1.0434,19.1582,18.3609,54.0,2016-07-01,2019-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HIP-KNEE-HRRP,804.0,nan,1.4544,5.8459,4.0195,54.0,2016-07-01,2019-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,298.0,nan,1.0379,16.395,15.7961,51.0,2016-07-01,2019-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-PN-HRRP,490.0,nan,1.0755,18.3369,17.0493,95.0,2016-07-01,2019-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-COPD-HRRP,267.0,nan,1.0355,21.2942,20.5648,60.0,2016-07-01,2019-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-CABG-HRRP,126.0,nan,1.056,13.2754,12.5712,18.0,2016-07-01,2019-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HF-HRRP,606.0,nan,0.9688,21.4654,22.1571,128.0,2016-07-01,2019-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-COPD-HRRP,255.0,nan,0.9747,19.3159,19.8173,47.0,2016-07-01,2019-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HF-HRRP,208.0,nan,0.9721,21.5667,22.1862,43.0,2016-07-01,2019-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-PN-HRRP,259.0,nan,1.011,16.696,16.5151,44.0,2016-07-01,2019-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
PICKENS COUNTY MEDICAL CENTER,10109,AL,READM-30-COPD-HRRP,,nan,0.9979,16.7088,16.744,,2016-07-01,2019-06-30
PICKENS COUNTY MEDICAL CENTER,10109,AL,READM-30-PN-HRRP,,nan,0.9615,13.7687,14.3193,,2016-07-01,2019-06-30
PICKENS COUNTY MEDICAL CENTER,10109,AL,READM-30-HF-HRRP,,nan,1.0166,19.0458,18.7344,,2016-07-01,2019-06-30
PICKENS COUNTY MEDICAL CENTER,10109,AL,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
PICKENS COUNTY MEDICAL CENTER,10109,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
PICKENS COUNTY MEDICAL CENTER,10109,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-COPD-HRRP,,nan,0.9717,17.0257,17.521,,2016-07-01,2019-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HF-HRRP,56.0,nan,1.0231,18.8631,18.4378,12.0,2016-07-01,2019-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-COPD-HRRP,,nan,0.9595,14.949,15.5797,,2016-07-01,2019-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-PN-HRRP,,nan,0.96,13.699,14.2701,,2016-07-01,2019-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-CABG-HRRP,103.0,nan,1.2123,14.9682,12.3468,20.0,2016-07-01,2019-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-COPD-HRRP,468.0,nan,1.0581,21.1539,19.9926,104.0,2016-07-01,2019-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-AMI-HRRP,227.0,nan,1.0425,16.1263,15.4689,39.0,2016-07-01,2019-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-PN-HRRP,683.0,nan,1.0305,17.4063,16.8916,121.0,2016-07-01,2019-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HF-HRRP,711.0,nan,1.0701,22.5853,21.1062,165.0,2016-07-01,2019-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HIP-KNEE-HRRP,574.0,nan,0.8813,3.3646,3.8177,17.0,2016-07-01,2019-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-COPD-HRRP,168.0,nan,0.9482,18.2144,19.2091,26.0,2016-07-01,2019-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HIP-KNEE-HRRP,,nan,1.0117,4.6973,4.6429,,2016-07-01,2019-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-PN-HRRP,285.0,nan,0.8941,14.6262,16.3589,34.0,2016-07-01,2019-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HF-HRRP,137.0,nan,1.0278,24.1924,23.5391,35.0,2016-07-01,2019-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-COPD-HRRP,116.0,nan,0.9817,17.752,18.0828,19.0,2016-07-01,2019-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-PN-HRRP,221.0,nan,0.9543,15.9533,16.7171,32.0,2016-07-01,2019-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-AMI-HRRP,,nan,0.9618,16.9856,17.6608,,2016-07-01,2019-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HF-HRRP,223.0,nan,1.0919,22.5217,20.6263,56.0,2016-07-01,2019-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
