facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-PN-HRRP,,nan,0.9589,15.5285,16.1934,,2019-07-01,2022-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-PN-HRRP,,nan,0.9636,15.4063,15.9878,,2019-07-01,2022-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-AMI-HRRP,,nan,1.0021,14.4368,14.4067,,2019-07-01,2022-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-COPD-HRRP,,nan,0.9846,15.4636,15.7063,,2019-07-01,2022-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HF-HRRP,84.0,nan,1.011,20.5563,20.3317,18.0,2019-07-01,2022-06-30
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HF-HRRP,,nan,0.9658,18.6664,19.3278,,2019-07-01,2022-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-PN-HRRP,,nan,0.9521,12.2581,12.8752,,2019-07-01,2022-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MEDICAL CENTER BARBOUR,10069,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-PN-HRRP,,nan,0.9913,13.7434,13.8647,,2019-07-01,2022-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY HOSPITAL,10073,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HF-HRRP,251.0,nan,0.973,19.8509,20.4011,48.0,2019-07-01,2022-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-AMI-HRRP,166.0,nan,1.0104,15.3488,15.1906,26.0,2019-07-01,2022-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-PN-HRRP,212.0,nan,0.9288,15.5676,16.761,28.0,2019-07-01,2022-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HIP-KNEE-HRRP,144.0,nan,1.4087,6.0702,4.3092,14.0,2019-07-01,2022-06-30
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-COPD-HRRP,137.0,nan,0.8776,17.1467,19.5385,15.0,2019-07-01,2022-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HF-HRRP,136.0,nan,1.025,20.1217,19.6305,29.0,2019-07-01,2022-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HIP-KNEE-HRRP,,nan,0.925,3.7869,4.0939,,2019-07-01,2022-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-COPD-HRRP,68.0,nan,1.0013,18.9989,18.975,13.0,2019-07-01,2022-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-PN-HRRP,157.0,nan,1.0627,16.4996,15.526,30.0,2019-07-01,2022-06-30
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HIP-KNEE-HRRP,,nan,0.9973,4.6672,4.6796,,2019-07-01,2022-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HF-HRRP,240.0,nan,0.9663,19.2755,19.947,44.0,2019-07-01,2022-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-PN-HRRP,228.0,nan,0.9704,15.3558,15.8238,33.0,2019-07-01,2022-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-COPD-HRRP,96.0,nan,0.9428,17.4758,18.5365,13.0,2019-07-01,2022-06-30
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-AMI-HRRP,95.0,nan,1.0114,13.11,12.9621,13.0,2019-07-01,2022-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HIP-KNEE-HRRP,,nan,1.2317,6.5029,5.2797,,2019-07-01,2022-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-PN-HRRP,361.0,nan,1.048,16.8457,16.0742,64.0,2019-07-01,2022-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HF-HRRP,350.0,nan,0.9516,18.6437,19.5909,62.0,2019-07-01,2022-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-COPD-HRRP,138.0,nan,1.053,17.2046,16.3389,27.0,2019-07-01,2022-06-30
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-AMI-HRRP,,nan,0.9643,15.5707,16.1465,,2019-07-01,2022-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HF-HRRP,,nan,1.01,18.682,18.4962,,2019-07-01,2022-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-PN-HRRP,,nan,0.9556,14.2832,14.9467,,2019-07-01,2022-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-COPD-HRRP,,nan,0.9622,16.882,17.5456,,2019-07-01,2022-06-30
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-PN-HRRP,,nan,0.9575,18.3683,19.1834,,2019-07-01,2022-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HF-HRRP,,nan,0.9831,19.704,20.0428,,2019-07-01,2022-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-COPD-HRRP,91.0,nan,1.0575,19.103,18.0637,21.0,2019-07-01,2022-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-PN-HRRP,131.0,nan,0.9859,15.2313,15.4491,19.0,2019-07-01,2022-06-30
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HF-HRRP,135.0,nan,1.044,20.1101,19.2619,30.0,2019-07-01,2022-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-HIP-KNEE-HRRP,,nan,0.9101,3.9317,4.3199,,2019-07-01,2022-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-AMI-HRRP,133.0,nan,0.9647,11.8088,12.2407,14.0,2019-07-01,2022-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-COPD-HRRP,95.0,nan,0.9792,16.1223,16.4652,14.0,2019-07-01,2022-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-CABG-HRRP,,nan,1.0407,10.8372,10.413,,2019-07-01,2022-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-HF-HRRP,291.0,nan,1.0336,20.5453,19.8771,62.0,2019-07-01,2022-06-30
PROVIDENCE HOSPITAL,10090,AL,READM-30-PN-HRRP,249.0,nan,1.048,16.7918,16.0224,45.0,2019-07-01,2022-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-HIP-KNEE-HRRP,,nan,0.9965,4.0932,4.1074,,2019-07-01,2022-06-30
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-CABG-HRRP,,nan,1.1007,9.9602,9.049,,2019-07-01,2022-06-30
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-AMI-HRRP,159.0,nan,0.99,12.2546,12.3786,19.0,2019-07-01,2022-06-30
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-HF-HRRP,646.0,nan,0.986,19.6491,19.9273,126.0,2019-07-01,2022-06-30
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-COPD-HRRP,297.0,nan,1.0544,20.3768,19.3258,64.0,2019-07-01,2022-06-30
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-PN-HRRP,544.0,nan,1.1162,18.4642,16.5417,108.0,2019-07-01,2022-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-AMI-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
HALE COUNTY HOSPITAL,10095,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-PN-HRRP,,nan,0.9725,12.6018,12.9577,,2019-07-01,2022-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HF-HRRP,,nan,0.9683,15.666,16.1791,,2019-07-01,2022-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
THOMAS HOSPITAL,10100,AL,READM-30-CABG-HRRP,150.0,nan,1.0666,11.4573,10.7415,19.0,2019-07-01,2022-06-30
THOMAS HOSPITAL,10100,AL,READM-30-AMI-HRRP,116.0,nan,1.0332,11.6102,11.2371,15.0,2019-07-01,2022-06-30
THOMAS HOSPITAL,10100,AL,READM-30-HIP-KNEE-HRRP,,nan,0.7685,3.2047,4.1698,,2019-07-01,2022-06-30
THOMAS HOSPITAL,10100,AL,READM-30-PN-HRRP,259.0,nan,1.013,15.1131,14.9197,40.0,2019-07-01,2022-06-30
THOMAS HOSPITAL,10100,AL,READM-30-COPD-HRRP,,nan,0.9746,17.4655,17.9201,,2019-07-01,2022-06-30
THOMAS HOSPITAL,10100,AL,READM-30-HF-HRRP,269.0,nan,1.0874,20.6159,18.9581,61.0,2019-07-01,2022-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HF-HRRP,54.0,nan,1.0852,21.3915,19.7123,17.0,2019-07-01,2022-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-PN-HRRP,53.0,nan,1.0752,15.4995,14.4155,13.0,2019-07-01,2022-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
J PAUL JONES HOSPITAL,10102,AL,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-AMI-HRRP,100.0,nan,1.0024,14.8774,14.8411,15.0,2019-07-01,2022-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HF-HRRP,170.0,nan,0.9497,19.6576,20.6981,30.0,2019-07-01,2022-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-COPD-HRRP,72.0,nan,1.0252,19.9805,19.4895,16.0,2019-07-01,2022-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HIP-KNEE-HRRP,,nan,1.0314,5.1755,5.0179,,2019-07-01,2022-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-PN-HRRP,89.0,nan,1.009,19.5048,19.33,18.0,2019-07-01,2022-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-CABG-HRRP,,nan,1.0058,11.442,11.3756,,2019-07-01,2022-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-COPD-HRRP,133.0,nan,1.033,20.2006,19.5551,29.0,2019-07-01,2022-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-PN-HRRP,262.0,nan,0.9787,16.9752,17.3443,43.0,2019-07-01,2022-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-CABG-HRRP,94.0,nan,1.2213,13.0999,10.7264,18.0,2019-07-01,2022-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HF-HRRP,450.0,nan,0.9931,20.5472,20.6898,92.0,2019-07-01,2022-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,171.0,nan,1.0074,13.8251,13.724,24.0,2019-07-01,2022-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HIP-KNEE-HRRP,368.0,nan,1.0518,4.6805,4.4501,18.0,2019-07-01,2022-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-PN-HRRP,119.0,nan,0.9373,14.5253,15.4977,13.0,2019-07-01,2022-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HF-HRRP,107.0,nan,1.0214,20.1797,19.7577,23.0,2019-07-01,2022-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-COPD-HRRP,86.0,nan,0.9302,18.262,19.6331,11.0,2019-07-01,2022-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-PN-HRRP,,nan,0.9457,16.8023,17.7676,,2019-07-01,2022-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HF-HRRP,58.0,nan,1.0017,20.4905,20.4551,12.0,2019-07-01,2022-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-CABG-HRRP,,nan,1.1263,11.5464,10.2517,,2019-07-01,2022-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-COPD-HRRP,141.0,nan,0.9934,18.0298,18.1493,25.0,2019-07-01,2022-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-PN-HRRP,341.0,nan,0.9698,16.1565,16.6604,53.0,2019-07-01,2022-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HF-HRRP,363.0,nan,0.9312,19.2105,20.6302,65.0,2019-07-01,2022-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-AMI-HRRP,151.0,nan,1.0774,14.804,13.7409,26.0,2019-07-01,2022-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HIP-KNEE-HRRP,,nan,0.9139,3.7599,4.1142,,2019-07-01,2022-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HF-HRRP,93.0,nan,0.9121,19.5282,21.4111,12.0,2019-07-01,2022-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-PN-HRRP,118.0,nan,1.0055,15.7887,15.7027,19.0,2019-07-01,2022-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-COPD-HRRP,,nan,0.9765,18.5397,18.9861,,2019-07-01,2022-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-PN-HRRP,95.0,nan,1.0399,18.2019,17.5037,20.0,2019-07-01,2022-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-COPD-HRRP,,nan,0.946,16.3679,17.3019,,2019-07-01,2022-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HF-HRRP,82.0,nan,0.946,19.1295,20.2217,12.0,2019-07-01,2022-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-PN-HRRP,,nan,1.0198,11.401,11.18,,2019-07-01,2022-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-PN-HRRP,310.0,nan,0.9024,12.1398,13.4533,31.0,2019-07-01,2022-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-COPD-HRRP,,nan,0.9232,13.8283,14.9794,,2019-07-01,2022-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-HF-HRRP,,nan,1.0292,17.2219,16.7334,,2019-07-01,2022-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-PN-HRRP,,nan,0.9899,13.7027,13.8426,,2019-07-01,2022-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-HF-HRRP,,nan,1.0511,16.1849,15.3987,,2019-07-01,2022-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-PN-HRRP,,nan,1.0266,11.9268,11.6178,,2019-07-01,2022-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-HF-HRRP,,nan,1.0363,15.1888,14.6561,,2019-07-01,2022-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NORTH BALDWIN INFIRMARY,10129,AL,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NORTH BALDWIN INFIRMARY,10129,AL,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
