facility_name,facility_id,state,measurename,numberofdischarges,footnote,excessreadmissionratio,predictedreadmissionrate,expectedreadmissionrate,numberofreadmissions,start_date,end_date
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-COPD-HRRP,57.0,nan,1.0201,19.6848,19.2964,13.0,2017-07-01,2019-12-01
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-HF-HRRP,,nan,0.9691,22.5015,23.2195,,2017-07-01,2019-12-01
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-PN-HRRP,70.0,nan,0.9996,18.6162,18.6242,13.0,2017-07-01,2019-12-01
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-COPD-HRRP,151.0,nan,0.9461,17.0482,18.0189,21.0,2017-07-01,2019-12-01
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HF-HRRP,80.0,nan,0.9636,19.2244,19.9513,13.0,2017-07-01,2019-12-01
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-PN-HRRP,112.0,nan,0.9999,15.1837,15.185,17.0,2017-07-01,2019-12-01
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HIP-KNEE-HRRP,,nan,1.0384,4.1552,4.0014,,2017-07-01,2019-12-01
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-PN-HRRP,89.0,nan,0.9832,14.8068,15.0602,12.0,2017-07-01,2019-12-01
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-COPD-HRRP,,nan,0.9789,18.8533,19.2601,,2017-07-01,2019-12-01
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HF-HRRP,,nan,0.9046,20.1825,22.3119,,2017-07-01,2019-12-01
RUSSELL MEDICAL CENTER,10065,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HF-HRRP,168.0,nan,1.0594,22.7399,21.465,42.0,2017-07-01,2019-12-01
RUSSELL MEDICAL CENTER,10065,AL,READM-30-PN-HRRP,150.0,nan,0.971,15.3694,15.8286,21.0,2017-07-01,2019-12-01
RUSSELL MEDICAL CENTER,10065,AL,READM-30-COPD-HRRP,105.0,nan,0.9969,18.3532,18.4106,19.0,2017-07-01,2019-12-01
RUSSELL MEDICAL CENTER,10065,AL,READM-30-AMI-HRRP,,nan,1.0134,16.3064,16.0906,,2017-07-01,2019-12-01
MEDICAL CENTER BARBOUR,10069,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MEDICAL CENTER BARBOUR,10069,AL,READM-30-PN-HRRP,75.0,nan,1.0174,14.4141,14.1675,12.0,2017-07-01,2019-12-01
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HF-HRRP,61.0,nan,1.0138,21.4789,21.1857,14.0,2017-07-01,2019-12-01
MEDICAL CENTER BARBOUR,10069,AL,READM-30-COPD-HRRP,,nan,1.0186,17.6602,17.3369,,2017-07-01,2019-12-01
MEDICAL CENTER BARBOUR,10069,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CLAY COUNTY HOSPITAL,10073,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CLAY COUNTY HOSPITAL,10073,AL,READM-30-PN-HRRP,,nan,0.9885,11.5298,11.6645,,2017-07-01,2019-12-01
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HF-HRRP,,nan,0.9243,17.8115,19.2713,,2017-07-01,2019-12-01
CLAY COUNTY HOSPITAL,10073,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CLAY COUNTY HOSPITAL,10073,AL,READM-30-COPD-HRRP,,nan,0.9528,15.1288,15.8789,,2017-07-01,2019-12-01
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-PN-HRRP,333.0,nan,0.9168,15.3656,16.76,45.0,2017-07-01,2019-12-01
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-CABG-HRRP,,nan,1.1162,13.9089,12.4608,,2017-07-01,2019-12-01
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-AMI-HRRP,258.0,nan,0.8809,14.108,16.0153,29.0,2017-07-01,2019-12-01
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HIP-KNEE-HRRP,254.0,nan,1.1674,4.8177,4.1268,15.0,2017-07-01,2019-12-01
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-COPD-HRRP,411.0,nan,1.0007,18.4758,18.4623,76.0,2017-07-01,2019-12-01
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HF-HRRP,391.0,nan,0.9801,21.3113,21.7443,82.0,2017-07-01,2019-12-01
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-COPD-HRRP,127.0,nan,0.9843,16.8072,17.0761,20.0,2017-07-01,2019-12-01
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HIP-KNEE-HRRP,,nan,1.0191,3.9658,3.8914,,2017-07-01,2019-12-01
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HF-HRRP,154.0,nan,1.1429,23.5187,20.5778,45.0,2017-07-01,2019-12-01
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-PN-HRRP,204.0,nan,0.9797,15.4079,15.7274,30.0,2017-07-01,2019-12-01
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HF-HRRP,270.0,nan,0.9806,21.964,22.3981,58.0,2017-07-01,2019-12-01
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-PN-HRRP,350.0,nan,0.9994,15.7259,15.7351,55.0,2017-07-01,2019-12-01
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-AMI-HRRP,,nan,0.9128,13.0465,14.2931,,2017-07-01,2019-12-01
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-COPD-HRRP,190.0,nan,0.9785,18.8999,19.3144,34.0,2017-07-01,2019-12-01
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HIP-KNEE-HRRP,201.0,nan,1.1658,4.6128,3.9566,12.0,2017-07-01,2019-12-01
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-PN-HRRP,536.0,nan,1.0181,16.9251,16.6245,92.0,2017-07-01,2019-12-01
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-COPD-HRRP,301.0,nan,0.9614,17.0684,17.7537,48.0,2017-07-01,2019-12-01
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HIP-KNEE-HRRP,146.0,nan,1.4,6.7376,4.8126,16.0,2017-07-01,2019-12-01
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-AMI-HRRP,,nan,1.065,17.8119,16.7253,,2017-07-01,2019-12-01
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HF-HRRP,429.0,nan,1.0229,22.4929,21.9886,98.0,2017-07-01,2019-12-01
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HF-HRRP,,nan,0.9668,18.6712,19.3133,,2017-07-01,2019-12-01
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-COPD-HRRP,118.0,nan,0.9499,16.4107,17.2765,15.0,2017-07-01,2019-12-01
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-PN-HRRP,86.0,nan,1.0029,13.7211,13.6809,12.0,2017-07-01,2019-12-01
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-COPD-HRRP,,nan,1.0002,17.8075,17.8046,,2017-07-01,2019-12-01
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-PN-HRRP,,nan,0.9501,16.7028,17.5792,,2017-07-01,2019-12-01
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HF-HRRP,,nan,1.0232,22.0186,21.5197,,2017-07-01,2019-12-01
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-COPD-HRRP,196.0,nan,1.1038,19.109,17.3114,46.0,2017-07-01,2019-12-01
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HIP-KNEE-HRRP,,nan,0.8684,3.9468,4.5446,,2017-07-01,2019-12-01
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HF-HRRP,156.0,nan,1.077,24.3333,22.5927,43.0,2017-07-01,2019-12-01
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-PN-HRRP,202.0,nan,1.0026,15.2554,15.2153,31.0,2017-07-01,2019-12-01
PROVIDENCE HOSPITAL,10090,AL,READM-30-HIP-KNEE-HRRP,,nan,0.7463,2.6246,3.5167,,2017-07-01,2019-12-01
PROVIDENCE HOSPITAL,10090,AL,READM-30-AMI-HRRP,176.0,nan,1.0063,13.434,13.3496,24.0,2017-07-01,2019-12-01
PROVIDENCE HOSPITAL,10090,AL,READM-30-PN-HRRP,392.0,nan,0.9164,13.7832,15.0413,48.0,2017-07-01,2019-12-01
PROVIDENCE HOSPITAL,10090,AL,READM-30-COPD-HRRP,224.0,nan,1.0028,19.0869,19.0337,43.0,2017-07-01,2019-12-01
PROVIDENCE HOSPITAL,10090,AL,READM-30-CABG-HRRP,94.0,nan,1.0733,14.3223,13.3442,15.0,2017-07-01,2019-12-01
PROVIDENCE HOSPITAL,10090,AL,READM-30-HF-HRRP,439.0,nan,0.9356,19.6579,21.0101,82.0,2017-07-01,2019-12-01
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-COPD-HRRP,,nan,0.9735,15.0224,15.4313,,2017-07-01,2019-12-01
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-PN-HRRP,,nan,0.9463,12.1474,12.837,,2017-07-01,2019-12-01
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-AMI-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HF-HRRP,,nan,1.0018,18.7832,18.7488,,2017-07-01,2019-12-01
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-PN-HRRP,895.0,nan,1.0769,18.5078,17.1856,171.0,2017-07-01,2019-12-01
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-CABG-HRRP,,nan,0.9541,11.0995,11.6331,,2017-07-01,2019-12-01
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-HF-HRRP,820.0,nan,1.0757,24.5203,22.7947,206.0,2017-07-01,2019-12-01
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-COPD-HRRP,632.0,nan,0.9451,19.7843,20.933,120.0,2017-07-01,2019-12-01
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-HIP-KNEE-HRRP,511.0,nan,1.1236,4.6806,4.1657,26.0,2017-07-01,2019-12-01
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-AMI-HRRP,288.0,nan,0.9641,14.9793,15.5378,41.0,2017-07-01,2019-12-01
HALE COUNTY HOSPITAL,10095,AL,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HALE COUNTY HOSPITAL,10095,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HALE COUNTY HOSPITAL,10095,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HALE COUNTY HOSPITAL,10095,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HALE COUNTY HOSPITAL,10095,AL,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
HALE COUNTY HOSPITAL,10095,AL,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-PN-HRRP,,nan,1.0087,13.6343,13.5162,,2017-07-01,2019-12-01
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-AMI-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-COPD-HRRP,,nan,0.9753,14.7512,15.1241,,2017-07-01,2019-12-01
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-PN-HRRP,106.0,nan,0.9939,13.6008,13.6845,14.0,2017-07-01,2019-12-01
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HF-HRRP,77.0,nan,0.9825,18.3235,18.6499,13.0,2017-07-01,2019-12-01
THOMAS HOSPITAL,10100,AL,READM-30-AMI-HRRP,187.0,nan,1.1085,16.0559,14.4848,36.0,2017-07-01,2019-12-01
THOMAS HOSPITAL,10100,AL,READM-30-CABG-HRRP,156.0,nan,1.24,16.1957,13.0605,30.0,2017-07-01,2019-12-01
THOMAS HOSPITAL,10100,AL,READM-30-COPD-HRRP,121.0,nan,0.9657,19.0782,19.7552,20.0,2017-07-01,2019-12-01
THOMAS HOSPITAL,10100,AL,READM-30-HF-HRRP,290.0,nan,0.9516,20.7737,21.8305,57.0,2017-07-01,2019-12-01
THOMAS HOSPITAL,10100,AL,READM-30-HIP-KNEE-HRRP,383.0,nan,0.9663,3.8142,3.9472,14.0,2017-07-01,2019-12-01
THOMAS HOSPITAL,10100,AL,READM-30-PN-HRRP,323.0,nan,0.9383,15.0037,15.9904,44.0,2017-07-01,2019-12-01
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-COPD-HRRP,,nan,0.9753,16.9765,17.4069,,2017-07-01,2019-12-01
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-PN-HRRP,68.0,nan,0.9992,16.2638,16.2773,11.0,2017-07-01,2019-12-01
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HF-HRRP,71.0,nan,1.0334,20.9578,20.2808,17.0,2017-07-01,2019-12-01
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
J PAUL JONES HOSPITAL,10102,AL,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
J PAUL JONES HOSPITAL,10102,AL,READM-30-COPD-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
J PAUL JONES HOSPITAL,10102,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
J PAUL JONES HOSPITAL,10102,AL,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
J PAUL JONES HOSPITAL,10102,AL,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
J PAUL JONES HOSPITAL,10102,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-AMI-HRRP,164.0,nan,0.9522,14.5351,15.2654,21.0,2017-07-01,2019-12-01
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-CABG-HRRP,94.0,nan,1.0487,12.7467,12.1542,13.0,2017-07-01,2019-12-01
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-COPD-HRRP,147.0,nan,1.0171,20.059,19.7215,31.0,2017-07-01,2019-12-01
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HF-HRRP,295.0,nan,1.029,22.4072,21.7751,68.0,2017-07-01,2019-12-01
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HIP-KNEE-HRRP,,nan,0.989,4.5246,4.5749,,2017-07-01,2019-12-01
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-PN-HRRP,211.0,nan,1.0274,19.4283,18.9105,43.0,2017-07-01,2019-12-01
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HIP-KNEE-HRRP,538.0,nan,1.2254,5.0803,4.1458,31.0,2017-07-01,2019-12-01
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,247.0,nan,1.002,15.7413,15.7094,39.0,2017-07-01,2019-12-01
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-PN-HRRP,420.0,nan,1.0516,18.6467,17.7317,82.0,2017-07-01,2019-12-01
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-COPD-HRRP,205.0,nan,0.9787,20.9637,21.4204,41.0,2017-07-01,2019-12-01
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-CABG-HRRP,97.0,nan,1.0209,12.9457,12.6808,13.0,2017-07-01,2019-12-01
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HF-HRRP,509.0,nan,0.9669,21.6573,22.3992,108.0,2017-07-01,2019-12-01
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-COPD-HRRP,181.0,nan,0.9465,19.8814,21.0061,31.0,2017-07-01,2019-12-01
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HF-HRRP,148.0,nan,0.9517,21.1341,22.2077,28.0,2017-07-01,2019-12-01
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-PN-HRRP,201.0,nan,1.0268,16.9711,16.5283,36.0,2017-07-01,2019-12-01
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-PN-HRRP,,1.0,,,,,2017-07-01,2019-12-01
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HF-HRRP,,1.0,,,,,2017-07-01,2019-12-01
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-AMI-HRRP,,5.0,,,,,2017-07-01,2019-12-01
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-COPD-HRRP,,nan,0.9708,14.9671,15.4166,,2017-07-01,2019-12-01
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-PN-HRRP,,nan,0.9764,14.7238,15.0798,,2017-07-01,2019-12-01
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HF-HRRP,50.0,nan,1.0394,19.077,18.3535,12.0,2017-07-01,2019-12-01
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HF-HRRP,556.0,nan,0.9794,20.9272,21.3663,115.0,2017-07-01,2019-12-01
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-CABG-HRRP,87.0,nan,1.196,15.0177,12.5565,17.0,2017-07-01,2019-12-01
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-COPD-HRRP,315.0,nan,1.0079,20.0953,19.9381,64.0,2017-07-01,2019-12-01
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-PN-HRRP,535.0,nan,1.0733,18.6608,17.3856,105.0,2017-07-01,2019-12-01
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HIP-KNEE-HRRP,435.0,nan,0.8441,3.2168,3.811,11.0,2017-07-01,2019-12-01
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-AMI-HRRP,193.0,nan,1.0509,16.6086,15.8043,35.0,2017-07-01,2019-12-01
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-COPD-HRRP,129.0,nan,0.96,18.2908,19.0523,20.0,2017-07-01,2019-12-01
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-PN-HRRP,210.0,nan,0.9206,15.1746,16.4837,26.0,2017-07-01,2019-12-01
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HF-HRRP,106.0,nan,1.0308,23.5253,22.8226,27.0,2017-07-01,2019-12-01
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HIP-KNEE-HRRP,,nan,1.094,5.3397,4.881,,2017-07-01,2019-12-01
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-COPD-HRRP,92.0,nan,0.9866,18.6871,18.941,16.0,2017-07-01,2019-12-01
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-AMI-HRRP,,nan,0.9543,16.743,17.5443,,2017-07-01,2019-12-01
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-PN-HRRP,160.0,nan,0.9738,16.8259,17.2782,25.0,2017-07-01,2019-12-01
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HF-HRRP,176.0,nan,1.0872,22.9712,21.1291,46.0,2017-07-01,2019-12-01
MONROE COUNTY HOSPITAL,10120,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MONROE COUNTY HOSPITAL,10120,AL,READM-30-COPD-HRRP,,nan,1.0079,18.2727,18.1298,,2017-07-01,2019-12-01
MONROE COUNTY HOSPITAL,10120,AL,READM-30-PN-HRRP,74.0,nan,1.0212,14.2599,13.9633,12.0,2017-07-01,2019-12-01
MONROE COUNTY HOSPITAL,10120,AL,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HF-HRRP,,nan,1.0069,19.5061,19.3726,,2017-07-01,2019-12-01
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-PN-HRRP,346.0,nan,0.8363,11.5612,13.8243,28.0,2017-07-01,2019-12-01
